LABEL,Haplogroup,PC1,PC2
A. torrentium - CSE,CSE,-0.3326974982401595,-6.021053816727703
A. torrentium - CSE,CSE,-1.9461909209764947,-4.557860389161196
A. torrentium - CSE,CSE,-2.4993572679286147,-4.43457732198771
A. torrentium - CSE,CSE,-0.9637521923134262,-2.6021821223281116
A. torrentium - CSE,CSE,-2.901254200139016,-2.2491640854338044
A. torrentium - CSE,CSE,5.292922571708065,-9.438377545084679
A. torrentium - CSE,CSE,-0.16076382140494672,-2.7169633306614394
A. torrentium - CSE,CSE,-1.8093162852696452,-3.9223833348170127
A. torrentium - CSE,CSE,3.588581840929153,-1.5251555549080191
A. torrentium - CSE,CSE,2.794503695621177,-4.542853493357928
A. torrentium - CSE,CSE,1.7168828066058779,-3.7535087529954327
A. torrentium - CSE,CSE,1.165139416357596,-2.770818955413335
A. torrentium - CSE,CSE,-0.08166629318839423,-5.276534810042008
A. torrentium - CSE,CSE,9.652795264812168,-6.442711955328046
A. torrentium - CSE,CSE,6.012431693121102,-6.069000197926436
A. torrentium - CSE,CSE,15.847754903831227,0.33172934555250044
A. torrentium - CSE,CSE,0.9631348628930543,-5.343282273526456
A. torrentium - CSE,CSE,4.113709239212859,-3.8307575537325387
